State,Year,Quater,Percentage_of_users,Users_count,Brand_Name
punjab,2020,4,0.010404880466115068,53667,OnePlus
punjab,2020,4,0.009006628320073333,46455,Motorola
punjab,2020,4,0.006372788136493605,32870,HMD Global
punjab,2020,4,0.05956957409534327,307252,Others
punjab,2020,3,0.23963126670533824,1124885,Xiaomi
punjab,2020,3,0.22654350561635947,1063448,Samsung
punjab,2020,3,0.18587935451861892,872561,Vivo
punjab,2020,3,0.1439736800452811,675846,Oppo
punjab,2020,3,0.06870749705010382,322529,Apple
punjab,2020,3,0.035635001500777655,167279,Realme
punjab,2020,3,0.01085374330588192,50950,OnePlus
punjab,2020,3,0.010760437328100246,50512,Huawei
punjab,2020,3,0.00953063045656234,44739,Motorola
punjab,2020,3,0.006677342177092616,31345,Lenovo
punjab,2020,3,0.06180754129588369,290139,Others
punjab,2020,1,0.2441247524402982,912905,Xiaomi
punjab,2020,1,0.22757201359967183,851006,Samsung
punjab,2020,1,0.17495885815811837,654259,Vivo
punjab,2020,1,0.13780979392443166,515340,Oppo
punjab,2020,1,0.07147368820768113,267276,Apple
punjab,2020,1,0.033940348206793314,126920,Realme
punjab,2020,1,0.012416626598942854,46432,OnePlus
punjab,2020,1,0.011360603631178696,42483,Huawei
punjab,2020,1,0.010865350519935542,40631,Motorola
punjab,2020,1,0.007676958054842597,28708,Lenovo
punjab,2020,1,0.06780100665810582,253542,Others
punjab,2018,2,0.2506149159426831,288756,Xiaomi
punjab,2018,2,0.2240229476041278,258117,Samsung
punjab,2018,2,0.13628134248691623,157022,Vivo
punjab,2018,2,0.11547661410010501,133051,Oppo
punjab,2018,2,0.07664621286419775,88311,Apple
punjab,2018,2,0.033742698686848524,38878,Realme
punjab,2018,2,0.019538444180213332,22512,OnePlus
punjab,2018,2,0.01712564767963617,19732,Motorola
punjab,2018,2,0.01391263593678126,16030,Lenovo
punjab,2018,2,0.012191565627196903,14047,Micromax
punjab,2018,2,0.10044697489129398,115734,Others
punjab,2018,4,0.251734053700592,469664,Xiaomi
punjab,2018,4,0.2270325317639618,423578,Samsung
punjab,2018,4,0.15108041689111146,281873,Vivo
punjab,2018,4,0.12239275559236003,228350,Oppo
punjab,2018,4,0.07372401465389944,137548,Apple
punjab,2018,4,0.03245136583025811,60545,Realme
punjab,2018,4,0.016694404022050528,31147,OnePlus
punjab,2018,4,0.015209182538597803,28376,Motorola
punjab,2018,4,0.011676488638404044,21785,Lenovo
punjab,2018,4,0.011396703140619012,21263,Huawei
punjab,2018,4,0.08660808322814578,161586,Others
punjab,2018,3,0.25151987444574475,370526,Xiaomi
punjab,2018,3,0.2266608650318909,333905,Samsung
punjab,2018,3,0.14354973159519613,211470,Vivo
punjab,2018,3,0.1185264481233386,174607,Oppo
punjab,2018,3,0.07426612940451333,109405,Apple
punjab,2018,3,0.03279779085332906,48316,Realme
punjab,2018,3,0.01804503009880881,26583,OnePlus
punjab,2018,3,0.01604115811853256,23631,Motorola
punjab,2018,3,0.012515375237247038,18437,Lenovo
punjab,2018,3,0.011304363173286052,16653,Huawei
punjab,2018,3,0.09477323391811278,139615,Others
punjab,2018,1,0.24717225683533575,209390,Xiaomi
punjab,2018,1,0.22557021136952246,191090,Samsung
punjab,2018,1,0.13027567987421235,110362,Vivo
punjab,2018,1,0.1123105689482991,95143,Oppo
punjab,2018,1,0.07776854411657078,65881,Apple
punjab,2018,1,0.03473679737281353,29427,Realme
punjab,2018,1,0.021688217559747952,18373,OnePlus
punjab,2018,1,0.018056004778419673,15296,Motorola
punjab,2018,1,0.014976237749987605,12687,Lenovo
punjab,2018,1,0.01287977694412507,10911,Micromax
punjab,2018,1,0.10456570445096572,88582,Others
punjab,2022,1,0.2218248363693229,1619926,Xiaomi
punjab,2022,1,0.20857704369573773,1523181,Vivo
punjab,2022,1,0.20228857004904743,1477258,Samsung
punjab,2022,1,0.15335643155720208,1119920,Oppo
punjab,2022,1,0.07405508573099963,540804,Apple
punjab,2022,1,0.05519336204042162,403062,Realme
punjab,2022,1,0.01221447990791384,89199,OnePlus
punjab,2022,1,0.010213994061943444,74590,Tecno
punjab,2022,1,0.008031384444658063,58651,Huawei
punjab,2022,1,0.00668312079626156,48805,Motorola
punjab,2022,1,0.04756169134649171,347330,Others
nagaland,2021,2,0.3129665035350166,69897,Xiaomi
nagaland,2021,2,0.17296283195350523,38629,Vivo
nagaland,2021,2,0.1314067977988421,29348,Samsung
nagaland,2021,2,0.11535482253276438,25763,Oppo
nagaland,2021,2,0.06970184071604794,15567,Realme
nagaland,2021,2,0.01984445031499483,4432,Apple
nagaland,2021,2,0.019499679856002365,4355,Huawei
nagaland,2021,2,0.017225090334337795,3847,Gionee
nagaland,2021,2,0.015980334651222144,3569,Asus
nagaland,2021,2,0.01323560359456785,2956,Micromax
nagaland,2021,2,0.11182204471269874,24974,Others
nagaland,2021,4,0.31424670179622294,81701,Xiaomi
nagaland,2021,4,0.1762952421246971,45835,Vivo
nagaland,2021,4,0.12327397207584907,32050,Samsung
nagaland,2021,4,0.11639678449171122,30262,Oppo
nagaland,2021,4,0.0835955229047271,21734,Realme
nagaland,2021,4,0.020496942190084234,5329,Apple
nagaland,2021,4,0.017673756682949345,4595,Huawei
nagaland,2021,4,0.014827493365129427,3855,Gionee
nagaland,2021,4,0.013327435670602716,3465,Asus
nagaland,2021,4,0.01227354898265318,3191,Infinix
nagaland,2021,4,0.10759259971537367,27973,Others
nagaland,2021,3,0.3123818740513737,75533,Xiaomi
nagaland,2021,3,0.1770658858463918,42814,Vivo
nagaland,2021,3,0.12683780195784067,30669,Samsung
nagaland,2021,3,0.11722229804340004,28344,Oppo
nagaland,2021,3,0.07473210999309338,18070,Realme
nagaland,2021,3,0.01964871359032577,4751,Apple
nagaland,2021,3,0.01911934391245549,4623,Huawei
nagaland,2021,3,0.016559345235879683,4004,Gionee
nagaland,2021,3,0.014553530440824327,3519,Asus
nagaland,2021,3,0.011815696638088976,2857,Micromax
nagaland,2021,3,0.11006340029032619,26613,Others
nagaland,2021,1,0.3140976285802279,65272,Xiaomi
nagaland,2021,1,0.17148040498922082,35635,Vivo
nagaland,2021,1,0.13155412688635665,27338,Samsung
nagaland,2021,1,0.11555859254696643,24014,Oppo
nagaland,2021,1,0.06383777332922698,13266,Realme
nagaland,2021,1,0.020721050200184787,4306,Huawei
nagaland,2021,1,0.01983080535879273,4121,Apple
nagaland,2021,1,0.018314983061287343,3806,Gionee
nagaland,2021,1,0.017482483831228825,3633,Asus
nagaland,2021,1,0.014624076070218664,3039,Micromax
nagaland,2021,1,0.11249807514628889,23378,Others
nagaland,2019,2,0.29304390725209667,19602,Xiaomi
nagaland,2019,2,0.1561047076587284,10442,Vivo
nagaland,2019,2,0.15084241527260767,10090,Samsung
nagaland,2019,2,0.10955135967469465,7328,Oppo
nagaland,2019,2,0.04571616510442361,3058,Realme
nagaland,2019,2,0.025937719573634718,1735,Gionee
nagaland,2019,2,0.02453244831143203,1641,Apple
nagaland,2019,2,0.021736855481305408,1454,Huawei
nagaland,2019,2,0.020750175658907775,1388,Asus
nagaland,2019,2,0.020062489722085183,1342,Lenovo
nagaland,2019,2,0.13172175629008387,8811,Others
nagaland,2019,4,0.3000622825480005,27943,Xiaomi
nagaland,2019,4,0.1593574159185602,14840,Vivo
nagaland,2019,4,0.14307804647566685,13324,Samsung
nagaland,2019,4,0.11231261543748121,10459,Oppo
nagaland,2019,4,0.04970791632661827,4629,Realme
nagaland,2019,4,0.024558652978823935,2287,Gionee
nagaland,2019,4,0.0236244147588162,2200,Apple
nagaland,2019,4,0.023098234611915295,2151,Huawei
nagaland,2019,4,0.01914651432498604,1783,Asus
nagaland,2019,4,0.017159915811176495,1598,Lenovo
nagaland,2019,4,0.127893990807955,11910,Others
nagaland,2019,3,0.2977134508036015,23840,Xiaomi
nagaland,2019,3,0.15701137655007055,12573,Vivo
nagaland,2019,3,0.14522272312898835,11629,Samsung
nagaland,2019,3,0.10986925084606067,8798,Oppo
nagaland,2019,3,0.047204565605604605,3780,Realme
nagaland,2019,3,0.02536308802777327,2031,Gionee
nagaland,2019,3,0.02421419383843051,1939,Apple
nagaland,2019,3,0.022803052062389948,1826,Huawei
nagaland,2019,3,0.021429374227306217,1716,Asus
nagaland,2019,3,0.018219963285337863,1459,Lenovo
nagaland,2019,3,0.13094896162443648,10486,Others
nagaland,2019,1,0.2922409155830907,15755,Xiaomi
nagaland,2019,1,0.1515831648457643,8172,Vivo
nagaland,2019,1,0.15078555396857785,8129,Samsung
nagaland,2019,1,0.1063975811986422,5736,Oppo
nagaland,2019,1,0.04705904175400197,2537,Realme
nagaland,2019,1,0.027007475283337353,1456,Gionee
nagaland,2019,1,0.02578323533230695,1390,Apple
nagaland,2019,1,0.021628239134870435,1166,Lenovo
nagaland,2019,1,0.020849177347851088,1124,Huawei
nagaland,2019,1,0.019532191945985048,1053,Asus
nagaland,2019,1,0.13713342360557215,7393,Others
nagaland,2020,2,0.3036212127030452,39533,Xiaomi
nagaland,2020,2,0.16562343996006298,21565,Vivo
nagaland,2020,2,0.13716063131216158,17859,Samsung
nagaland,2020,2,0.115802004531316,15078,Oppo
nagaland,2020,2,0.05531277600706578,7202,Realme
nagaland,2020,2,0.021973042509888255,2861,Huawei
nagaland,2020,2,0.021911600936983987,2853,Gionee
nagaland,2020,2,0.02102837832648516,2738,Apple
nagaland,2020,2,0.018478553050958104,2406,Asus
nagaland,2020,2,0.015936407972044084,2075,Micromax
nagaland,2020,2,0.12315195268998887,16035,Others
nagaland,2020,4,0.3133494286844132,60222,Xiaomi
nagaland,2020,4,0.16780964472287552,32251,Vivo
nagaland,2020,4,0.13303119861801985,25567,Samsung
nagaland,2020,4,0.1157044144275397,22237,Oppo
nagaland,2020,4,0.06172081503527796,11862,Realme
nagaland,2020,4,0.021244822777696837,4083,Huawei
nagaland,2020,4,0.019855558099361043,3816,Apple
nagaland,2020,4,0.019309218057318875,3711,Gionee
nagaland,2020,4,0.016946947780298458,3257,Asus
nagaland,2020,4,0.015547276624971382,2988,Micromax
nagaland,2020,4,0.1154806751722272,22194,Others
nagaland,2020,3,0.31425831571407115,54400,Xiaomi
nagaland,2020,3,0.16535533141543332,28624,Vivo
nagaland,2020,3,0.1324679676036648,22931,Samsung
nagaland,2020,3,0.11475627650110337,19865,Oppo
nagaland,2020,3,0.05906785437824223,10225,Realme
nagaland,2020,3,0.021888322761776022,3789,Huawei
nagaland,2020,3,0.020039744434046193,3469,Gionee
nagaland,2020,3,0.019646921539403603,3401,Apple
nagaland,2020,3,0.017838780862592864,3088,Asus
nagaland,2020,3,0.01604797060760459,2778,Micromax
nagaland,2020,3,0.11863251418206186,20536,Others
nagaland,2020,1,0.3015129313160916,32305,Xiaomi
nagaland,2020,1,0.16288511615317847,17452,Vivo
nagaland,2020,1,0.14061581251224997,15066,Samsung
nagaland,2020,1,0.11395984805353593,12210,Oppo
nagaland,2020,1,0.05281726291031612,5659,Realme
nagaland,2020,1,0.023146635804485595,2480,Apple
nagaland,2020,1,0.02280130293159609,2443,Huawei
nagaland,2020,1,0.022213303715595045,2380,Gionee
nagaland,2020,1,0.01900264132981156,2036,Asus
nagaland,2020,1,0.01636131151825131,1753,Lenovo
nagaland,2020,1,0.12468383375488833,13359,Others
nagaland,2018,2,0.2807987163487253,6300,Xiaomi
nagaland,2018,2,0.15604385808522017,3501,Samsung
nagaland,2018,2,0.1281422713496167,2875,Vivo
nagaland,2018,2,0.09542699233374934,2141,Oppo
nagaland,2018,2,0.04733464075592797,1062,Realme
nagaland,2018,2,0.030531288999821715,685,Apple
nagaland,2018,2,0.029417008379390267,660,Gionee
nagaland,2018,2,0.02781244428596898,624,Lenovo
nagaland,2018,2,0.024514173649491888,550,Micromax
nagaland,2018,2,0.017917632376537707,402,Motorola
nagaland,2018,2,0.16206097343555,3636,Others
nagaland,2018,4,0.2888806195781101,12421,Xiaomi
nagaland,2018,4,0.1520106053910738,6536,Samsung
nagaland,2018,4,0.14680093960043725,6312,Vivo
nagaland,2018,4,0.10303044398446404,4430,Oppo
nagaland,2018,4,0.04735214084703584,2036,Realme
nagaland,2018,4,0.026792566923273718,1152,Gionee
nagaland,2018,4,0.026699537177012348,1148,Apple
nagaland,2018,4,0.02381561504290997,1024,Lenovo
nagaland,2018,4,0.019745563643975162,849,Huawei
nagaland,2018,4,0.019536246714887084,840,Asus
nagaland,2018,4,0.14533572109682072,6249,Others
nagaland,2018,3,0.2816142100342786,9037,Xiaomi
nagaland,2018,3,0.1526643814272359,4899,Samsung
nagaland,2018,3,0.1375506388282954,4414,Vivo
nagaland,2018,3,0.098504206918043,3161,Oppo
nagaland,2018,3,0.04749143035213462,1524,Realme
nagaland,2018,3,0.029666562792147088,952,Gionee
nagaland,2018,3,0.027952633219071363,897,Apple
nagaland,2018,3,0.025740105952009974,826,Lenovo
nagaland,2018,3,0.02327827983795575,747,Micromax
nagaland,2018,3,0.019196011218448116,616,Huawei
nagaland,2018,3,0.15634153942038018,5017,Others
nagaland,2018,1,0.27636990845163856,4166,Xiaomi
nagaland,2018,1,0.158020432532838,2382,Samsung
nagaland,2018,1,0.12418734244394321,1872,Vivo
nagaland,2018,1,0.08902746450842511,1342,Oppo
nagaland,2018,1,0.048096059440095526,725,Realme
nagaland,2018,1,0.030980496218654636,467,Apple
nagaland,2018,1,0.02952102958736898,445,Gionee
nagaland,2018,1,0.028658617487063817,432,Lenovo
nagaland,2018,1,0.02295342974658352,346,Micromax
nagaland,2018,1,0.019769138914687543,298,Motorola
nagaland,2018,1,0.17241608066870107,2599,Others
nagaland,2022,1,0.3128582950850504,86500,Xiaomi
nagaland,2022,1,0.17672334284567226,48861,Vivo
nagaland,2022,1,0.12048118690841751,33311,Samsung
nagaland,2022,1,0.11713197556450125,32385,Oppo
nagaland,2022,1,0.08942683636968639,24725,Realme
nagaland,2022,1,0.020702900359154088,5724,Apple
nagaland,2022,1,0.016934133382522615,4682,Huawei
nagaland,2022,1,0.013914056198753631,3847,Gionee
nagaland,2022,1,0.0132196192894319,3655,Infinix
nagaland,2022,1,0.012376891165098759,3422,Asus
nagaland,2022,1,0.10623076283171118,29371,Others
kerala,2021,2,0.23119994746552863,1714598,Xiaomi
kerala,2021,2,0.21652656800092449,1605779,Samsung
kerala,2021,2,0.13479258525019205,999633,Vivo
kerala,2021,2,0.11212630710848301,831538,Oppo
kerala,2021,2,0.05995806681235903,444654,Realme
kerala,2021,2,0.057689483788139914,427830,Huawei
kerala,2021,2,0.05766008821638054,427612,Apple
kerala,2021,2,0.01969853897266252,146086,OnePlus
kerala,2021,2,0.018668615224505983,138448,Lenovo
kerala,2021,2,0.018622768919927136,138108,Motorola
kerala,2021,2,0.07305703024089671,541797,Others
kerala,2021,4,0.2347665335899672,1989367,Xiaomi
kerala,2021,4,0.20683222777003496,1752657,Samsung
kerala,2021,4,0.1448888988542344,1227761,Vivo
kerala,2021,4,0.11350325296413302,961805,Oppo
kerala,2021,4,0.07340653141857087,622033,Realme
kerala,2021,4,0.05989607980353583,507548,Apple
kerala,2021,4,0.04864364435832288,412197,Huawei
kerala,2021,4,0.02194880461091292,185990,OnePlus
kerala,2021,4,0.01620994570329049,137360,Motorola
kerala,2021,4,0.014788271155477878,125313,Lenovo
kerala,2021,4,0.06511580977151954,551779,Others
kerala,2021,3,0.2339493736968397,1859763,Xiaomi
kerala,2021,3,0.21119829421624833,1678905,Samsung
kerala,2021,3,0.14036461756667934,1115818,Vivo
kerala,2021,3,0.11281381986747469,896805,Oppo
kerala,2021,3,0.06649839453796973,528624,Realme
kerala,2021,3,0.05802230978970177,461244,Apple
kerala,2021,3,0.053199193652371086,422903,Huawei
kerala,2021,3,0.021091714180585388,167667,OnePlus
kerala,2021,3,0.017037207093594818,135436,Motorola
kerala,2021,3,0.01668913160385814,132669,Lenovo
kerala,2021,3,0.06913594379467697,549591,Others
kerala,2021,1,0.22915641659445665,1589645,Xiaomi
kerala,2021,1,0.21868508938303227,1517006,Samsung
kerala,2021,1,0.13070671043426477,906705,Vivo
kerala,2021,1,0.11172241144261962,775012,Oppo
kerala,2021,1,0.061433977473939166,426164,Huawei
kerala,2021,1,0.05751092375993287,398950,Apple
kerala,2021,1,0.054505277036296824,378100,Realme
kerala,2021,1,0.020295251092592226,140787,Lenovo
kerala,2021,1,0.01997522539827702,138567,Motorola
kerala,2021,1,0.019598978973879418,135957,OnePlus
kerala,2021,1,0.07640973841070915,530050,Others
kerala,2019,2,0.2533387029163188,646056,Xiaomi
kerala,2019,2,0.2065060837192231,526625,Samsung
kerala,2019,2,0.09792888073604591,249735,Vivo
kerala,2019,2,0.09472242406085563,241558,Oppo
kerala,2019,2,0.0644996974707931,164485,Apple
kerala,2019,2,0.05904436846684943,150573,Huawei
kerala,2019,2,0.04578758959707345,116766,Realme
kerala,2019,2,0.03126736405890281,79737,OnePlus
kerala,2019,2,0.029261613062987638,74622,Motorola
kerala,2019,2,0.02754682340411432,70249,Lenovo
kerala,2019,2,0.09009645250683583,229761,Others
kerala,2019,4,0.24695214355961778,865305,Xiaomi
kerala,2019,4,0.20902510261311702,732411,Samsung
kerala,2019,4,0.10565740603857716,370217,Vivo
kerala,2019,4,0.10104830622003015,354067,Oppo
kerala,2019,4,0.06275025414262467,219873,Huawei
kerala,2019,4,0.06181816002452098,216607,Apple
kerala,2019,4,0.048410959326335115,169629,Realme
kerala,2019,4,0.027492495586394508,96332,OnePlus
kerala,2019,4,0.026311538617407045,92194,Motorola
kerala,2019,4,0.024053793189263054,84283,Lenovo
kerala,2019,4,0.08647984068211252,303020,Others
kerala,2019,3,0.2499218479131972,747507,Xiaomi
kerala,2019,3,0.208293783640921,622999,Samsung
kerala,2019,3,0.10193974315295776,304898,Vivo
kerala,2019,3,0.09783103301511921,292609,Oppo
kerala,2019,3,0.06321509159424574,189074,Apple
kerala,2019,3,0.06124649485801061,183186,Huawei
kerala,2019,3,0.04634025897344768,138602,Realme
kerala,2019,3,0.02939053408551025,87906,OnePlus
kerala,2019,3,0.027568378478770885,82456,Motorola
kerala,2019,3,0.02533832748850454,75786,Lenovo
kerala,2019,3,0.08891450679931513,265940,Others
kerala,2019,1,0.2568977976471293,548894,Xiaomi
kerala,2019,1,0.2051034716449876,438229,Samsung
kerala,2019,1,0.09481172166932507,202577,Vivo
kerala,2019,1,0.09167546559432076,195876,Oppo
kerala,2019,1,0.06634999887673264,141765,Apple
kerala,2019,1,0.05698522528999019,121756,Huawei
kerala,2019,1,0.0463198017058687,98968,Realme
kerala,2019,1,0.03408273987374475,72822,OnePlus
kerala,2019,1,0.029779221800372926,63627,Motorola
kerala,2019,1,0.027302417271358927,58335,Lenovo
kerala,2019,1,0.09069213862616914,193775,Others
kerala,2020,2,0.23772279229342308,1124154,Xiaomi
kerala,2020,2,0.2135430984824198,1009812,Samsung
kerala,2020,2,0.11527764502275821,545130,Vivo
kerala,2020,2,0.10691048383072058,505563,Oppo
kerala,2020,2,0.06408542975830879,303050,Huawei
kerala,2020,2,0.05806175885692148,274565,Apple
kerala,2020,2,0.04970834309611397,235063,Realme
kerala,2020,2,0.023641718779473377,111798,Motorola
kerala,2020,2,0.02310670430236227,109268,Lenovo
kerala,2020,2,0.023059969836179837,109047,OnePlus
kerala,2020,2,0.0848820557413186,401394,Others
kerala,2020,4,0.22964618597065461,1466789,Xiaomi
kerala,2020,4,0.21906199757670416,1399186,Samsung
kerala,2020,4,0.12705879553210506,811546,Vivo
kerala,2020,4,0.11070350573156902,707082,Oppo
kerala,2020,4,0.06300068152259632,402396,Huawei
kerala,2020,4,0.05710072803772689,364712,Apple
kerala,2020,4,0.05205060332676339,332456,Realme
kerala,2020,4,0.021822813831918336,139386,Lenovo
kerala,2020,4,0.02101290884897519,134213,Motorola
kerala,2020,4,0.019896921468650665,127085,OnePlus
kerala,2020,4,0.07864485815233635,502318,Others
kerala,2020,3,0.2328767712233309,1299988,Xiaomi
kerala,2020,3,0.21593751679415293,1205428,Samsung
kerala,2020,3,0.12328001003170735,688186,Vivo
kerala,2020,3,0.10907224620676065,608874,Oppo
kerala,2020,3,0.06383229134944378,356331,Huawei
kerala,2020,3,0.05646776418322197,315220,Apple
kerala,2020,3,0.05054493667484729,282157,Realme
kerala,2020,3,0.022625441126417428,126302,Lenovo
kerala,2020,3,0.02227970549773391,124372,Motorola
kerala,2020,3,0.021079125091808038,117670,OnePlus
kerala,2020,3,0.08200419182057575,457772,Others
kerala,2020,1,0.2428629856048428,990472,Xiaomi
kerala,2020,1,0.21048981981778753,858444,Samsung
kerala,2020,1,0.10992919626630207,448326,Vivo
kerala,2020,1,0.10377469524185963,423226,Oppo
kerala,2020,1,0.0635428936845502,259148,Huawei
kerala,2020,1,0.06081014811015135,248003,Apple
kerala,2020,1,0.04963862535419031,202442,Realme
kerala,2020,1,0.025477917846483695,103907,OnePlus
kerala,2020,1,0.024690828273238267,100697,Motorola
kerala,2020,1,0.023663443440871183,96507,Lenovo
kerala,2020,1,0.08511944635972299,347144,Others
kerala,2018,2,0.2583155429421135,275516,Xiaomi
kerala,2018,2,0.20779364458783015,221630,Samsung
kerala,2018,2,0.07973658032584309,85046,Oppo
kerala,2018,2,0.07754454160795135,82708,Vivo
kerala,2018,2,0.07383926487009498,78756,Apple
kerala,2018,2,0.047704500429875854,50881,Huawei
kerala,2018,2,0.04647347098736437,49568,Realme
kerala,2018,2,0.04039801722691164,43088,OnePlus
kerala,2018,2,0.03190644551264923,34031,Lenovo
kerala,2018,2,0.031808000660049296,33926,Motorola
kerala,2018,2,0.10447999084931656,111437,Others
kerala,2018,4,0.25778426996470777,453011,Xiaomi
kerala,2018,4,0.20506041565423833,360358,Samsung
kerala,2018,4,0.09061210042985764,159235,Vivo
kerala,2018,4,0.08837916243201319,155311,Oppo
kerala,2018,4,0.06785707375865377,119247,Apple
kerala,2018,4,0.054017865780168275,94927,Huawei
kerala,2018,4,0.04672781259709354,82116,Realme
kerala,2018,4,0.03567579379124875,62694,OnePlus
kerala,2018,4,0.031397703101188966,55176,Motorola
kerala,2018,4,0.029214841184845613,51340,Lenovo
kerala,2018,4,0.09327296130598421,163911,Others
kerala,2018,3,0.2576591832282327,347221,Xiaomi
kerala,2018,3,0.20655195392097644,278349,Samsung
